# LabData for 90mm column 
# 2_c90_wd_0hi400st2 
# NSW - number of saturation data series 
# NRH - number of relative humidity data series 
# NTP - number of temperature series 
# NAET - number of accumulative evaporation data series 
# NET - number of evaporation data series 
# [NSW] [NRH]   [NTEMP]  [NEVAP]  [NGWTK] 
  2    3     5   1     2  
#
# 1. Saturation 
79 79 
7.35378083333E+05 7.35378152778E+05 7.35378222222E+05 7.35378291667E+05 7.35378361111E+05 7.35378430556E+05 7.35378500000E+05 7.35378569444E+05 7.35378638889E+05 7.35378708333E+05
7.35378777778E+05 7.35378847222E+05 7.35378916667E+05 7.35378986111E+05 7.35379055556E+05 7.35379125000E+05 7.35379194444E+05 7.35379263889E+05 7.35379333333E+05 7.35379402778E+05
7.35379472222E+05 7.35379541667E+05 7.35379611111E+05 7.35379680556E+05 7.35379750000E+05 7.35379819444E+05 7.35379888889E+05 7.35379958333E+05 7.35380027778E+05 7.35380097222E+05
7.35380166667E+05 7.35380236111E+05 7.35380305556E+05 7.35380375000E+05 7.35380444444E+05 7.35380513889E+05 7.35380583333E+05 7.35380652778E+05 7.35380722222E+05 7.35380791667E+05
7.35380861111E+05 7.35380930556E+05 7.35381000000E+05 7.35381069444E+05 7.35381138889E+05 7.35381208333E+05 7.35381277778E+05 7.35381347222E+05 7.35381416667E+05 7.35381486111E+05
7.35381555556E+05 7.35381625000E+05 7.35381694444E+05 7.35381763889E+05 7.35381833333E+05 7.35381902778E+05 7.35381972222E+05 7.35382041667E+05 7.35382111111E+05 7.35382180556E+05
7.35382250000E+05 7.35382319444E+05 7.35382388889E+05 7.35382458333E+05 7.35382527778E+05 7.35382597222E+05 7.35382666667E+05 7.35382736111E+05 7.35382805556E+05 7.35382875000E+05
7.35382944444E+05 7.35383013889E+05 7.35383083333E+05 7.35383152778E+05 7.35383222222E+05 7.35383291667E+05 7.35383361111E+05 7.35383430556E+05 7.35383500000E+05 
1.004E+00 9.988E-01 9.946E-01 9.929E-01 9.922E-01 9.914E-01 9.908E-01 9.916E-01 9.928E-01 9.947E-01
9.962E-01 9.967E-01 9.960E-01 9.973E-01 9.985E-01 9.997E-01 1.002E+00 1.004E+00 1.007E+00 1.009E+00
1.009E+00 1.008E+00 1.006E+00 1.004E+00 1.002E+00 1.000E+00 9.997E-01 9.987E-01 9.987E-01 9.985E-01
9.982E-01 9.987E-01 9.994E-01 9.999E-01 1.000E+00 1.002E+00 1.001E+00 1.001E+00 1.001E+00 1.001E+00
1.001E+00 1.001E+00 1.001E+00 1.000E+00 1.000E+00 1.000E+00 1.000E+00 1.001E+00 1.001E+00 1.000E+00
9.998E-01 1.000E+00 9.999E-01 9.999E-01 9.995E-01 9.996E-01 9.990E-01 9.990E-01 1.000E+00 1.000E+00
9.998E-01 9.999E-01 1.000E+00 1.000E+00 9.994E-01 9.992E-01 9.992E-01 9.988E-01 9.986E-01 9.980E-01
9.966E-01 9.969E-01 9.963E-01 9.962E-01 9.962E-01 9.960E-01 9.959E-01 9.956E-01 9.970E-01 
7.35378083333E+05 7.35378152778E+05 7.35378222222E+05 7.35378291667E+05 7.35378361111E+05 7.35378430556E+05 7.35378500000E+05 7.35378569444E+05 7.35378638889E+05 7.35378708333E+05
7.35378777778E+05 7.35378847222E+05 7.35378916667E+05 7.35378986111E+05 7.35379055556E+05 7.35379125000E+05 7.35379194444E+05 7.35379263889E+05 7.35379333333E+05 7.35379402778E+05
7.35379472222E+05 7.35379541667E+05 7.35379611111E+05 7.35379680556E+05 7.35379750000E+05 7.35379819444E+05 7.35379888889E+05 7.35379958333E+05 7.35380027778E+05 7.35380097222E+05
7.35380166667E+05 7.35380236111E+05 7.35380305556E+05 7.35380375000E+05 7.35380444444E+05 7.35380513889E+05 7.35380583333E+05 7.35380652778E+05 7.35380722222E+05 7.35380791667E+05
